Application Number,Nameplate Rating
3859,2.88
4065,4.2
5533,5.67
6011,3.78
7429,1.92
8562,3.6
8792,4.08
9218,1.225
9819,2.5
9854,1.25
11756,2.52
8754,7.92
8755,7.2
5685,7.92
5686,7.92
3748,2.4
8455,3.12
9134,2.64
10228,2.5
10511,1.5
10760,3
3037,1.76
3426,3
3500,5.17
4272,4.7
1578,2.64
1579,2.64
1580,2.64
1668,3.332
1737,2.3
1803,2.4
2103,3.22
2180,3.68
2184,2.53
2270,3.68
2332,4.14
2568,3.332
2748,3.45
2752,3.3
97,1.38
2818,2.76
821,2.64
822,2.64
823,2.64
824,2.64
1169,3.808
2895,3.22
2999,3.22
3292,2.3
3499,3.22
3511,4.32
3548,2.3
3604,3.68
3607,3.22
3605,3.68
3606,3.12
3609,3.84
3627,2.6
3626,3.12
3632,3.84
3695,4.14
3905,2.53
3906,2.3
3907,2.86
3908,2.86
4497,1.38
4631,2.99
4721,3.91
4763,1.38
5468,2
5470,2.88
5513,1.94
5639,3.22
6779,1.89
6859,2.07
7621,1.32
8554,1.88
8605,2.94
8894,2.205
9241,1.96
9332,3.76
9928,3.675
10254,2.75
10256,1.96
10295,2.616
10296,2.82
10319,1.88
10398,3.27
10431,2.585
10532,1.715
10632,3.43
11492,2.695
11924,3.185
12091,2.42
16043,1.925
16855,2.64
20399,3.15
8633,4.08
10253,5
6662,2.64
8471,3.525
8557,3.29
8560,1.41
8807,3.22
9025,3.055
9162,2.972
9257,2.94
4524,2.94
6771,1.25
2522,5.236
1369,4.284
2893,2.856
7398,2.205
2483,4.284
618,1.33
620,1.4
622,1.38
1334,3.696
873,3.64
776,1.72
875,3.68
882,4.14
925,1.44
2317,2.64
2593,1.32
4849,2.99
1373,2.695
1374,2.695
1109,2.35
1167,2.76
793,3.42
10591,2.2
13248,2.88
7392,2.616
13308,3.25
13193,2.205
7301,1.68
5962,2.115
6000,3.84
6087,3.84
5940,2.94
9185,5.5
2379,4.284
2668,3.332
796,2.4
815,2.4
816,2.28
841,2.28
1330,2.28
8624,2.64
10533,1.96
12028,4.25
13177,3.2
13580,3.2
21067,2.685
5062,2.34
5063,6.468
2239,2.76
2371,4.284
2562,4.05
2678,3.808
2817,6.426
785,3.2
786,1.4
792,2
794,3.2
795,3.42
798,3.68
811,3.42
831,3.42
921,1.44
922,3.42
989,4.14
1104,3.96
1327,3.2
1333,2.4
1341,3.42
1361,3.6
1382,3.6
3264,3.22
7360,2.76
7361,2.94
7968,1.41
9524,3.185
1626,2.34
6115,4.08
6720,3.36
6736,3.12
7704,2.88
1636,4.14
1643,4.6
1648,2.09
71,2.4
723,1.6
904,1.84
915,2.28
923,2.025
960,2.64
5043,4.995
3884,4.7
3639,4.14
7855,4.08
2997,4.14
3052,4.14
3093,6.72
3258,5.712
10455,2.94
10453,3.43
10454,2.695
10456,2.94
10457,2.94
10459,2.94
10461,2.695
601,1.36
10065,1.96
10881,3.055
11964,2.295
12352,1.96
15310,1.5
15482,2.205
18578,3.06
19442,2.16
20432,2.25
21151,1.92
21560,2.64
9535,1.25
12304,3.025
3006,2.86
5584,4.085
2761,2.64
3345,4.37
12888,4.655
14380,3.43
14766,3.18
14881,3.155
15798,2.2
19940,2.64
4062,2.08
1463,2.07
1464,2.07
1823,2.07
1824,2.07
1825,2.07
1826,2.07
1827,2.07
1828,2.07
1829,2.07
1830,2.07
5059,2.82
7699,3.78
8514,1.88
9964,3.43
10031,2.2
11186,2.82
12509,2.94
14382,2.25
14832,2.205
16083,1.96
18091,1.75
19403,3.06
5362,3.12
8499,3
3646,1.56
3729,3.38
4720,7.8
1674,2.4
1675,1.84
898,2.64
2938,5.06
4743,2.94
9678,1.96
15824,2.5
8874,2.64
2753,5.52
8621,1.88
7779,2.75
8037,3.597
12428,4.35
13015,3
18611,3.78
6812,2.88
2350,2.3
2476,2.99
5800,3.36
2301,7.03
2644,2.82
1414,2.3
1415,2.66
1417,2.31
1418,1.9
1419,4.32
1440,2.1
1466,3.22
1544,1.26
1658,3.22
2280,1.38
2311,2.3
2479,3.808
2620,1.61
772,3.2
773,3.36
774,2.38
833,3.04
856,2.07
861,1.33
939,2.66
946,1.32
947,2.3
993,1.9
1001,3.68
1336,2.76
1337,2.07
1338,2.3
1400,1.38
6497,2.52
6531,2.99
6587,2.94
7717,1.666
7935,2.73
10487,2.695
21569,3.43
9612,2
8047,1.2
3154,4.42
2566,3.68
48,2.4
3470,2.53
5445,2.45
14916,1.715
2385,1.84
4060,2.585
5846,2.52
14825,3.2
17177,1.925
10227,1.96
2808,3.38
5421,6.24
12248,2.695
12510,2.45
12570,2.42
12717,3.185
13052,2.45
13732,2.94
14330,3.2
14836,2.45
15791,2.205
18165,3.025
20246,3.57
20544,1.92
3984,5.28
2191,2.94
2192,2.94
2193,2.94
2194,2.94
2195,2.94
2196,2.94
2197,2.94
2198,2.94
2199,2.94
2200,2.52
2201,2.52
2202,2.94
2203,2.94
2204,2.94
1360,2.16
4030,2.88
4642,2.88
4638,2.88
4640,2.88
4643,2.94
4644,2.88
5058,3.094
7369,2.58
8273,2.07
9889,2.94
9909,1.275
10108,2.4
10242,2.94
10243,1.96
10249,2.45
10251,1.715
10252,2.45
10725,2.94
11159,3.185
11182,1.41
11270,1.96
11371,2.94
12935,2.226
5491,6.63
13313,3.48
19197,2.9
3909,2.76
3911,1.84
5494,3.64
5495,3.12
5682,2.86
11038,2.25
3586,4.16
3910,3.12
5661,2.88
5671,1.2
6021,2.88
1733,2.142
2659,4
1365,3.22
2857,2.99
3322,2.53
3325,2.38
3411,4.284
3413,3.68
3414,2.3
3415,6.44
3416,4.6
3418,5.52
3419,3.15
3420,5.04
3423,2.88
3437,3.332
3546,4.6
3685,2.76
4071,4.14
4629,5.06
4710,3.6
5475,2.76
5747,3.68
5832,2.76
6051,2.52
8076,2.76
8356,3.68
8453,2.82
8491,4.23
9034,3.68
9284,2.94
9813,1.96
9890,2.94
10621,2.5
12270,1.47
12450,2.205
12887,3.185
15090,4
18528,2.025
20302,1.44
5751,2.76
6565,5.25
7115,1.25
6253,2
13679,3.3
3448,2.6
4541,2.5
5600,4.16
5668,2.08
5680,2.08
5695,2.88
5740,1.41
5766,1.44
6498,2.4
7277,5
4753,1.44
5772,2.4
5797,3.36
6036,1.68
7407,2.88
1589,4.14
2059,3.22
2141,1.71
2158,2.76
2351,1.38
2613,2.64
2677,1.38
463,3.22
3127,2.3
3260,5.52
3983,2.53
5311,1.84
5516,3.094
5646,3.78
5679,2.76
5736,1.38
5749,2.73
5750,4.84
5753,2.1
5773,2.53
6008,3.185
6483,1.68
6558,2.45
7950,1.645
8206,2.3
8463,2.76
8813,2.94
9031,2.695
5186,1.38
12963,1.96
13680,1.96
5702,1.56
8247,2.64
5168,3.36
5752,1.38
5765,2.82
6162,1.38
12394,3.185
5648,6.24
5703,2.205
5755,3.68
13639,2.475
2261,2.53
5594,1.96
6701,2.35
545,1.4
1560,1.44
1564,4.4
1629,3.24
1630,3.24
1631,2.64
3545,4.56
3617,3.61
3620,2.28
3662,4.165
2552,3.68
3890,2.53
3891,3.22
9793,1.88
10121,2.4
10409,3.43
10432,3.675
10492,1.44
10518,2.64
10567,1.5
10649,3.84
11010,1.92
11166,2.4
12179,3.675
12409,1.96
12620,2.695
1575,2.22
2005,2.96
2840,1.4
3132,3.145
3438,4.725
4348,2.035
3072,5.16
3105,2.58
3404,2.15
3616,1.72
3754,2.58
3759,5.16
3934,2.15
1367,2.82
1413,1.26
1437,2.115
1541,1.84
1572,2.115
1584,2.3
1633,1.88
1670,2.585
1680,4.7
1814,1.175
1920,2.88
2007,2.53
2009,2.35
2010,2.76
2011,2.585
2113,1.88
2181,3.24
2981,1.175
4494,2
4542,3
1473,2.66
1582,1.44
1587,1.44
2040,1.715
1368,2.35
1431,2.585
1474,2.99
1542,1.41
1573,3.055
1574,2.35
1679,2.3
1682,2.82
4291,2.99
6059,2.07
6066,1.38
6302,2.1
6313,1.89
6472,3
6473,2.1
6493,3.78
6547,2
6570,3.36
6649,1.89
6727,1.89
6740,5.04
6741,1.89
7771,2.3
7772,2.3
8177,1.32
8357,3.45
8625,1.88
8693,2.3
9240,3.43
9245,1.38
9440,2.94
5913,2.205
5909,1.715
5911,1.96
5912,2.205
10530,2.94
9780,3.924
8840,3.12
3352,5.06
10669,2.805
10670,3.315
10671,3.315
10683,3.315
10672,3.315
10688,3.315
10673,3.315
10681,3.315
10674,3.315
10675,3.315
10677,3.315
10676,3.315
10678,3.315
10693,3.315
10679,3.315
10680,3.315
10682,3.315
10684,3.315
10685,3.315
10686,3.315
10687,3.315
10689,3.315
10691,3.315
10692,3.315
10694,3.315
10695,3.315
10696,3.315
10697,3.315
18628,2.64
18675,2.88
20551,3.92
2804,3.525
8242,2.45
8586,2.94
3722,2.8
3725,2.8
3780,2.8
3781,2.8
3942,2.8
3945,2.8
3946,2.8
3944,2.8
3948,2.8
3949,2.8
3950,2.8
3951,2.8
3952,2.8
3955,2.8
3956,2.8
3957,2.8
3960,2.8
3969,2.8
3970,2.8
3971,2.8
3972,2.8
3973,2.8
3980,2.8
4072,2.8
7112,3.36
3080,5.886
9635,2
11505,2.07
12426,4.14
12633,4.06
7542,5.39
16871,4.03
1663,4.32
2234,3.78
8898,1.785
9630,2.55
2129,2.42
2130,2.2
2131,2.3
2132,2.3
2133,2.3
2134,2.3
11836,2.943
1436,2.88
2468,2.3
9716,2.82
2169,2.4
22426,4.42
20385,4.03
6095,3.29
6101,3.055
6435,1.38
7298,2.64
8371,2.205
11432,1.96
5125,3.22
9946,2.4
10236,3.84
1060,1.4
998,2.76
999,2.76
3833,3.68
3832,2.76
7183,2.695
7735,2.99
10870,3.27
18436,3.27
20944,2.544
13178,5.52
6286,5.635
4002,4.2
11567,3.43
7688,4.251
1039,1.4
1045,1.4
1015,1.44
1042,1.9
1062,2.66
1119,2.66
5688,3.45
11195,3.92
12531,2.94
7533,4.165
4787,4.8
7173,1.88
8219,8.085
10988,2.94
12249,3.92
12353,3.43
12708,3.675
12842,4.165
13500,2.45
13866,4.165
13898,3.675
14435,4.675
15820,5
19895,3.84
20329,3.75
22215,2.5
4349,6.72
4816,5.886
5917,7.56
6071,6.867
8029,3.84
8263,5.559
5693,4.165
6236,6.86
6644,3.43
6652,3.675
6786,1.225
7142,6.86
3820,4.8
4101,3.36
4103,3
4108,2.3
4113,4.8
4855,4.2
4927,4.41
5787,5.98
5790,5.67
5842,5.29
5998,3.36
6072,5.06
6486,3.91
6488,4.14
6489,2.1
6578,3.91
6589,6.3
6604,5.67
6611,4.6
6614,4
6615,5.06
6653,7.59
6881,6.93
7143,2.94
7494,3.22
7697,2.07
7912,4.9
8587,1.96
8714,3.43
8724,3.924
8955,3.924
8352,7.488
13874,4.165
8567,4.08
177,3.36
2651,3.22
3490,3.68
13519,2.94
13559,2.94
8583,2.76
8582,2.76
3684,7.92
9323,3.52
9324,4.88
3959,3.22
7707,4.27
2918,3.92
3018,1.38
5037,5.76
3019,5.17
3104,7.755
3463,3.22
5524,7.68
6136,3.12
2256,3
5501,2.88
4167,2.4
3644,3.84
3711,2.64
3713,3.45
3715,2.6
4415,2.1
5061,1.47
4847,6.5
3131,6.76
9269,3.975
9607,3.975
7773,2.88
2950,6.44
3547,3.96
4178,5.98
4574,7
4575,1.35
6055,8.1
9040,2.88
4652,5.28
5461,2.88
5880,6.72
5643,2.94
9707,4.77
10140,5.39
5759,7.285
2636,4.14
2637,7.59
2977,11.04
7375,5.39
2948,6.9
9714,5.635
11352,5.5
11353,5.39
13537,5.12
13600,5.12
13601,5.5
13603,5.12
18670,4.41
2772,8.4
2773,8.225
2774,8.4
2775,8.575
2776,4.08
2777,8.225
2779,8.225
2868,8.575
2869,4.56
4331,7.84
5447,8.4
6613,5.52
2764,6.11
10155,3
2634,3.995
2673,5.875
2770,7.755
2771,7.755
2867,7.755
5440,5.76
5441,7.755
5439,3.055
5444,7.755
5443,7.755
5448,7.755
5446,7.755
5449,7.755
5683,7.755
5684,7.755
6469,3.36
6732,7.92
2978,4.14
2799,4.104
2505,3.68
2509,8.46
2510,11.04
2511,10.12
2945,1.44
12941,4.48
3159,3.84
12666,2.45
15174,3.25
9595,2.025
9882,4.165
9974,3.525
13245,3.6
5045,3.7
5042,4.44
5048,4.995
5053,4.18
6635,3.36
6843,2.64
7736,2.16
8705,1.44
6636,3.43
6841,3.29
8635,3.995
9754,4.165
9755,4.165
10373,4.165
16050,5.724
16096,4.25
9996,4.4
9102,3.185
9744,2.695
11319,2.695
11570,1.96
11766,1.96
14248,1.65
15540,1.925
2340,2.4
2341,2.4
5942,2.5
5567,2.94
5568,2.82
5571,2.31
5569,2.82
5570,2.31
5574,2.53
5576,2.695
5575,2.53
5579,2.695
5577,2.53
5578,2.76
5580,2.45
5581,2.82
5662,2.695
5943,2.94
5945,2.695
8028,2.53
8038,2.82
8258,2.695
10369,3
15324,3
15351,2
15352,5
15354,2.5
15355,3.75
15418,2
15534,3.5
21725,3.5
22449,1.96
5645,3.36
9385,2.915
9513,3.2
4306,3.68
4307,3.68
4308,3.22
4311,3.22
4313,2.76
8844,3.5
9384,2.75
3353,2.7
3355,8.1
3493,1.35
3726,5.625
4337,6.3
4655,4.5
3638,3.76
3894,3.29
3933,3.76
3887,2.99
3927,5.98
4011,2.53
1234,8.6
1235,2.1
1236,7.74
1237,15.48
1241,6.02
1843,11.96
2147,3.78
2374,6.9
2375,4.14
3027,4.14
3492,6.44
21851,2.5
20048,2.25
20241,1.785
20242,1.785
20306,1.75
20345,2.88
20370,1.65
22045,2.64
22061,1.75
9743,2.75
2241,5.76
4064,3.22
4353,2.88
4626,2.88
2796,5.2
6251,3.25
4287,2.475
4334,5.76
4377,2.4
4276,3.38
18365,5.5
21037,2.94
21121,3.5
4275,2.4
4351,2.025
4417,3.36
4946,5.28
4486,5.2
6042,4.8
4214,4.14
4218,7.59
4252,4.14
4261,3.68
4298,4.14
4305,2.53
6969,5
4832,4.928
18636,1.908
19215,2.25
4277,5.04
4251,6.9
4263,7.59
18665,4.75
18667,3.5
18745,4
18799,3
19304,4.41
19309,4.9
19310,4
4256,7.59
4317,5
11347,2.94
11403,3.43
11829,3.185
14409,3.92
18977,2.94
938,3.96
991,1.32
11200,2.205
10162,5.06
10327,4.165
10616,3.43
10832,4.41
1215,9.165
2362,4.935
4297,7.755
4301,2.76
4304,2.76
4309,3.68
4312,3.68
4314,3.22
1881,4
6719,7.92
1385,5.06
1387,5.06
21980,2.08
19409,4.08
20027,2.04
21065,2.08
8733,5.39
6006,3.76
6208,2.76
11748,1.715
12625,1.47
13278,1.715
13586,2.205
13979,1.47
19202,2.88
2525,2.508
2526,2.736
5895,3.68
12328,2.94
8393,2.1
10442,1.92
5066,2.88
5094,2.88
6747,1.53
5097,2.76
8379,2.695
8392,3.675
9810,2.695
13473,2.695
14287,3.675
22196,1.75
18555,2.4
20023,3.06
20518,4
5112,1.44
7430,3.25
7334,2.3
9187,2.35
9188,2.35
9949,4.165
10006,3.675
10034,2.695
8602,4.08
8700,5.39
9781,3.06
10009,3.43
10156,2.4
13326,2.99
13760,2.94
15169,4.08
7497,5
5626,3.45
5651,4
5652,3.91
5878,3.22
5930,3.91
6326,2.76
6508,3.36
6692,3.29
6704,2.2
6703,4.14
6797,4.41
7264,2.695
7362,3.43
7606,3.43
7780,5.28
8106,3.185
8365,3.22
8487,5.28
8623,5.28
8667,2.695
8904,1.92
8988,5.39
9790,3.825
8597,3.43
553,2.115
7083,1.47
10165,2.94
20916,2
7928,2.695
7327,5.145
9666,4.165
10002,3.43
10225,3.825
10858,3.43
12863,2.695
12883,3.57
13280,3.43
14017,4.08
16785,2.94
18501,3.315
19293,4
22255,4
22348,3.25
22854,2.86
5536,1.275
6566,3.57
6818,7.14
4446,4.6
4769,3.45
4895,2.99
5537,2.94
5539,3.36
5542,3.22
5543,2.76
5641,2.99
7446,3.36
7482,4.165
7487,4.165
7513,4.9
8598,3.43
8653,3.68
8762,1.41
8952,4.08
8966,2.45
9331,5.28
7754,5.39
11477,4.25
18326,4.25
22039,4.25
22673,4.25
6490,4.5
6769,7
6947,3.75
4437,4.6
4613,2.76
4614,5.06
4620,6.9
4621,4.4
4628,5.06
4637,5.52
4796,6.44
4805,3.22
4840,4.14
5853,5.06
5898,2.76
6001,3.78
6272,4.2
6569,5.17
6593,5.52
6856,4.4
7160,5.64
7263,5.39
7649,5.06
8126,3.6
8616,5.39
8837,5.28
8961,5.39
11479,1.96
13883,4.335
5899,5.355
6240,6
7302,5.39
8678,5.39
20431,2.5
20410,4.675
5079,4.08
4812,3.68
5205,5.52
5450,3.92
6412,2.76
7281,2.07
8139,2.76
8253,2.76
8380,2.1
8381,2.1
8388,2.07
8390,2.1
9481,2.205
22439,4.25
6165,3.06
6416,3.06
6398,2.82
7552,3.29
7656,2.2
7958,2.88
8276,4.6
8513,3.43
9723,4.165
9756,4.9
11780,4.08
8271,2.695
8394,4.08
9554,3.92
9745,2.695
9764,4.6
10598,4.08
13298,3.12
15822,3
20397,5.04
8266,2.94
9174,3.92
5923,3.22
6111,5.61
6356,7.65
6368,2.55
6369,2.82
6658,1.41
6744,5.17
6948,3.055
1376,7.755
4617,4.935
4762,3.29
4878,4.23
4922,7.755
4937,3.6
5040,4.23
5333,5.28
5342,3.6
5341,3.525
5486,4.32
5650,2.35
5656,3.76
5659,2.82
5891,6.58
5956,4.23
4615,4.7
4853,7.04
4926,4.18
4936,2.64
5038,7.04
5055,4.7
5075,2.64
5487,3.96
5498,2.35
5955,3.15
6363,4.7
6366,3.15
6445,5.13
6659,1.645
5340,5.06
5637,2.99
5890,3.22
5995,1.88
6168,2.53
6206,3.91
6229,3.6
6249,2.3
6323,3.22
6360,2.82
6415,4.7
7271,5.39
7528,4.08
7854,4.165
8918,3.76
9159,3.43
8594,4.08
15816,2.695
16818,3.19
16820,3.92
22468,2.75
22471,2.6
22525,2.75
22656,2.75
22659,2.75
22660,2.75
22895,3
22958,2.75
4618,1.75
4625,3.68
9624,4.17
9672,5.28
9731,4.335
9864,4.25
10907,3.15
13573,3.12
13587,5.39
13811,5.39
13813,5.5
6678,6
6854,5
6577,6.615
6422,5.28
6633,3.68
6702,4.14
7944,4
7959,4.165
9261,4.08
9386,5.28
9510,5.39
9654,5.39
12727,4.41
13337,5.39
13472,3.78
13616,4.335
13801,5.39
13825,4.25
14331,4.165
15002,4.335
15435,5.5
17848,3.78
18576,2.94
19216,4.08
19290,3.315
19537,3.315
19781,4.335
20372,3.75
21161,3.64
21473,4.42
21598,4.25
21753,2.6
21919,2.205
22254,3
22280,3.75
22457,4.25
22794,4.42
6667,1.645
6713,3.29
6880,3.76
7527,3.055
4619,6.58
4636,7.755
4779,5.17
4850,3.36
5065,5.28
5117,1.92
5221,7.92
5223,5.04
5224,6.24
5352,3.6
5658,5.64
5711,4.7
5712,6.11
5954,5.64
6216,5.52
6217,4.56
6228,7.92
6361,3.12
6375,3.36
6414,2.88
6443,6.48
6620,6.125
6632,3.36
6666,3.92
6746,2.88
6853,6.37
6984,3.43
7306,1.715
8264,6.125
6226,5.7
6484,5.51
6640,3.23
6700,2.775
6817,4.935
5657,3.36
5931,3.91
5953,5.06
5999,3.22
6207,3.36
6705,4.165
7585,4.66
7638,3.12
7703,4.335
7790,4.9
7793,2.3
7932,4.165
7997,3.22
8268,4.165
8908,5.145
8993,5.39
9076,3.76
PGE-CSI-32021,18.33
PGE-CSI-04574,3.28
PGE-CSI-35353,7.755
PGE-CSI-68833,23.5
PGE-CSI-09618,2.1
PGE-CSI-29757,2.52
PGE-CSI-10194,3.264
PGE-MASH-00189,157.92
PGE-CSI-30563,2.52
PGE-CSI-32159,2.52
PGE-CSI-33306,2.52
PGE-CSI-33877,2.76
PGE-CSI-34594,3.68
PGE-CSI-34595,3.68
PGE-CSI-34596,3.68
PGE-CSI-34707,2.76
PGE-CSI-17114,2.89
PGE-CSI-19416,7.26
PGE-CSI-19619,7.26
PGE-CSI-19686,5.28
PGE-CSI-06583,2.1
PGE-CSI-06586,2.1
PGE-CSI-06587,2.1
PGE-CSI-24778,6.44
PGE-CSI-68872,12.74
PGE-CSI-09821,22.464
PGE-CSI-58558,4.32
PGE-CSI-58561,1.92
PGE-CSI-58563,1.44
PGE-CSI-58565,1.44
PGE-CSI-58601,8.16
PGE-CSI-25687,9.975
PGE-CSI-24532,4.32
PGE-CSI-43334,6.345
PGE-CSI-64841,9.87
PGE-CSI-48935,5.17
PGE-CSI-53169,6.72
PGE-CSI-37241,5.95
PGE-CSI-14747,7.7
PGE-CSI-61934,3.84
PGE-CSI-51725,5.17
PGE-CSI-17505,2.688
PGE-CSI-48294,7.05
PGE-CSI-03668,6.3
PGE-CSI-18806,7.26
PGE-CSI-50604,4.8
PGE-CSI-20477,5.775
PGE-CSI-43426,8.14
PGE-CSI-05737,5.01
PGE-CSI-37418,3.7
PGE-CSI-55142,6.86
PGE-CSI-52547,15.84
PGE-CSI-42314,6.845
PGE-CSI-39420,7.92
PGE-CSI-65338,7.2
PGE-CSI-40006,3.22
PGE-CSI-42719,3.7
PGE-CSI-53197,10.08
PGE-CSI-45482,6.58
PGE-CSI-25856,7
PGE-CSI-52660,9
PGE-CSI-26809,7.59
PGE-CSI-08413,6.56
PGE-CSI-39871,5.1
PGE-CSI-68076,16.17
PGE-CSI-68502,3.675
PGE-CSI-64844,11.75
PGE-CSI-62552,3.12
PGE-CSI-29913,11.2
PGE-CSI-10338,11.025
PGE-CSI-32276,6.3
PGE-CSI-35630,2.76
PGE-CSI-14341,22.08
PGE-CSI-14950,6.72
PGE-CSI-18084,11.28
PGE-CSI-18826,7.2
PGE-CSI-19701,7.128
PGE-CSI-24258,7.7
PGE-CSI-30293,3.5
PGE-CSI-44836,7.6
PGE-CSI-07433,7.215
PGE-CSI-64518,10.92
PGE-CSI-59910,9
PGE-CSI-64564,10.29
PGE-CSI-25742,13.42
PGE-CSI-64236,5.39
PGE-CSI-25744,35.2
PGE-CSI-45374,8.46
PGE-CSI-40708,11.52
PGE-CSI-47501,14
PGE-CSI-27326,3.6
PGE-CSI-64404,3
PGE-CSI-27890,8.1
PGE-CSI-36666,9.99
PGE-CSI-35966,2.76
PGE-CSI-36998,15
PGE-CSI-49726,4.59
PGE-CSI-38698,15.504
PGE-CSI-11439,187.92
PGE-CSI-62258,10.35
PGE-CSI-11576,8.4
PGE-CSI-53392,6.72
PGE-CSI-34794,2.585
PGE-CSI-61436,12.75
PGE-CSI-34795,12.455
PGE-CSI-35144,9.25
PGE-CSI-44563,11.52
PGE-CSI-01464,8.736
PGE-CSI-60973,10.34
PGE-CSI-14074,4.752
PGE-CSI-43243,12.54
PGE-CSI-03644,1155
PGE-CSI-65638,13.08
PGE-CSI-20765,13.8
PGE-CSI-48857,9.36
PGE-CSI-21420,9.2
PGE-CSI-64403,2.94
PGE-CSI-21461,35.2
PGE-CSI-38097,6
PGE-CSI-51950,5.28
PGE-CSI-51952,5.28
PGE-CSI-22863,9.9
PGE-CSI-38052,11.52
PGE-CSI-06928,1172.48
PGE-CSI-36928,14.8
PGE-CSI-45541,13.5
PGE-CSI-39525,11.52
PGE-CSI-48855,11.28
A-1611,63
PGE-CSI-13533,1140.48
PGE-CSI-61920,9.57
PGE-CSI-22406,3.15
PGE-CSI-07559,7
PGE-CSI-47887,6.24
PGE-CSI-12196,11.6
PGE-CSI-51538,5.64
PGE-CSI-01927,5.76
PGE-CSI-14399,9.84
PGE-CSI-48920,4.5
PGE-CSI-15257,6
PGE-CSI-39397,7.59
PGE-CSI-17773,9.46
PGE-CSI-23825,9.24
PGE-CSI-50361,5.76
PGE-CSI-41895,9.2
PGE-CSI-59823,11.52
PGE-CSI-64413,9.36
PGE-CSI-55294,9.36
PGE-CSI-55293,11.52
PGE-CSI-50791,6.867
PGE-CSI-63380,7.08
PGE-CSI-42398,8.28
PGE-CSI-24653,3.36
PGE-CSI-36565,5.52
PGE-CSI-07480,7.77
PGE-CSI-66923,7.05
PGE-CSI-68273,5
PGE-CSI-52655,5.76
PGE-CSI-25372,10.032
PGE-CSI-61174,9.24
PGE-CSI-07834,8.4
PGE-CSI-56142,9.156
PGE-CSI-07839,6.46
PGE-CSI-38950,6.75
PGE-CSI-39736,6.105
PGE-CSI-43205,4.935
PGE-CSI-26182,5.67
PGE-CSI-42833,4.7
PGE-CSI-27145,17.25
PGE-CSI-56975,8.64
PGE-CSI-68890,5.635
PGE-CSI-27719,7.14
PGE-CSI-51071,5.5
PGE-CSI-27895,13.2
PGE-CSI-58830,9.156
PGE-CSI-61595,4.41
PGE-CSI-09302,7
PGE-CSI-58040,8.64
PGE-CSI-29822,7.4
PGE-CSI-53848,6.58
PGE-CSI-09970,7.22
PGE-CSI-68037,4.8
PGE-CSI-29885,1.62
PGE-CSI-41173,13.16
PGE-CSI-35987,3.055
PGE-CSI-55007,10.464
PGE-CSI-30265,7.26
PGE-CSI-36848,5.55
PGE-CSI-40966,6.72
PGE-CSI-66827,6.468
PGE-CSI-55034,3.675
PGE-CSI-68455,7.5
PGE-CSI-31030,5.52
PGE-CSI-46745,1.92
PGE-CSI-31060,9.66
PGE-CSI-31197,3.15
PGE-CSI-31397,6.58
PGE-CSI-40626,6.44
PGE-CSI-31641,33.37
PGE-CSI-45181,6.27
PGE-CSI-51414,5.28
PGE-CSI-31921,3.29
PGE-CSI-47507,8.36
PGE-CSI-32123,13.545
PGE-CSI-56788,6.867
PGE-CSI-52872,6.24
PGE-CSI-32470,6.075
PGE-CSI-39844,2.76
PGE-CSI-32475,4.05
PGE-CSI-47374,10.08
PGE-CSI-32675,18.06
PGE-CSI-33191,6.58
PGE-CSI-59186,7.44
PGE-CSI-33208,11.76
PGE-CSI-36996,6.02
PGE-CSI-33810,6.21
PGE-CSI-43278,16.92
PGE-CSI-33811,6.21
PGE-CSI-12345,5.44
PGE-CSI-53627,3.57
PGE-CSI-12428,5.775
PGE-CSI-34820,6.05
PGE-CSI-34869,6.75
PGE-CSI-49069,8.25
PGE-CSI-35160,5.46
PGE-CSI-57020,6.48
PGE-CSI-01221,8.2
PGE-CSI-53356,6.72
PGE-CSI-59205,4.08
PGE-CSI-01283,5.95
PGE-CSI-39889,8.51
PGE-CSI-01615,3.85
PGE-CSI-13765,5.775
PGE-CSI-50558,2.28
PGE-CSI-01767,6.12
PGE-CSI-23395,6.45
PGE-CSI-36876,5.59
PGE-CSI-14839,3
PGE-CSI-45538,4.4
PGE-CSI-15184,8.1
PGE-CSI-66843,6.72
PGE-CSI-15420,8.1
PGE-CSI-54224,8.16
PGE-CSI-15631,6.3
PGE-CSI-16389,5.25
PGE-CSI-64427,7.68
PGE-CSI-16610,6.375
PGE-CSI-03154,3.976
PGE-CSI-17160,6.4
PGE-CSI-62479,6
PGE-CSI-03377,5.25
PGE-CSI-40958,11.395
PGE-CSI-17290,18.06
PGE-CSI-68501,4.41
PGE-CSI-17480,17.2
PGE-CSI-44738,23.1
PGE-CSI-03888,5.112
PGE-CSI-55947,10.2
PGE-CSI-56246,5.355
PGE-CSI-18307,8.6
PGE-CSI-64009,5.635
PGE-CSI-18684,11.6
PGE-CSI-18800,5.775
PGE-CSI-63584,4.655
PGE-CSI-19167,5.04
PGE-CSI-60532,7.2
PGE-CSI-04515,48.125
PGE-CSI-56822,6.96
PGE-CSI-37592,6.9
PGE-CSI-67240,3.924
PGE-CSI-05197,4.8
PGE-CSI-61313,5.76
PGE-CSI-20828,7.7
PGE-CSI-65570,9.6
PGE-CSI-05498,106.216
PGE-CSI-61835,8
PGE-CSI-45663,9
PGE-CSI-21619,7.59
PGE-CSI-21882,5.64
PGE-CSI-37484,2.115
PGE-CSI-22018,3.61
PGE-CSI-55196,7.36
PGE-CSI-22072,11.28
