Application Number,Nameplate Rating
SCE-CSI-38948,8.16
SCE-CSI-51548,5
SCE-CSI-41806,4.08
SCE-CSI-32432,4.08
SCE-CSI-69442,6.75
SCE-CSI-42662,4.16
SCE-CSI-35988,7
SCE-CSI-51227,5.39
SCE-CSI-38439,4
SCE-CSI-74231,3
SCE-CSI-51607,4.578
SCE-CSI-36429,6.96
SCE-CSI-40771,7.68
SCE-CSI-38918,9
SCE-CSI-52412,4.7
SCE-CSI-39389,4.8
SCE-CSI-54379,5.64
SCE-CSI-53118,5.17
SCE-CSI-39734,3.84
SCE-CSI-46351,6.75
SCE-CSI-39788,9.9
SCE-CSI-46897,6.86
SCE-CSI-30236,4.8
SCE-CSI-26976,3.76
SCE-CSI-74953,3
SCE-CSI-29448,5.52
SCE-CSI-52990,6.75
SCE-CSI-19476,6.105
SCE-CSI-67762,4.5
SCE-CSI-22284,6.96
SCE-CSI-54042,5.88
SCE-CSI-37421,6
SCE-CSI-51849,3.43
SCE-CSI-34706,11.118
SCE-CSI-34355,6.615
SCE-CSI-46985,8.74
SCE-CSI-55697,5.61
SCE-CSI-34165,5.886
SCE-CSI-70112,5.61
SCE-CSI-63819,3.5
SCE-CSI-24958,8
SCE-CSI-63006,6.5
SCE-CSI-32476,7.92
SCE-CSI-47465,9.12
SCE-CSI-00639,14.625
SCE-CSI-61495,8.64
SCE-CSI-46977,4.9
SCE-CSI-23887,5.64
SCE-CSI-73365,5.94
SCE-CSI-34178,7.848
SCE-CSI-51214,4.578
SCE-CSI-27634,4.32
SCE-CSI-72669,5
SCE-CSI-00214,4.59
SCE-CSI-74951,4
SCE-CSI-23233,2.96
SCE-CSI-63314,3.75
SCE-CSI-22752,6.84
SCE-CSI-73204,4.75
SCE-CSI-37982,8.64
SCE-CSI-69752,10.335
SCE-CSI-27846,6.75
SCE-CSI-60338,6.5
SCE-CSI-32472,4.8
SCE-CSI-60323,5.5
SCE-CSI-16742,2.82
SCE-CSI-45987,5.355
SCE-CSI-35320,4.9
SCE-CSI-58828,5.88
SCE-CSI-34127,7.848
SCE-CSI-60829,20.928
SCE-CSI-18676,7.52
SCE-CSI-54756,5
SCE-CSI-06991,5.25
SCE-CSI-33895,5.39
SCE-CSI-64504,4.25
SCE-CSI-08086,8.75
SCE-CSI-65667,3
SCE-CSI-36194,5.25
SCE-CSI-69483,8.06
SCE-CSI-23660,7.5
SCE-CSI-60569,3.975
SCE-CSI-13443,9.18
SCE-CSI-61204,6
SCE-CSI-00092,7
SCE-CSI-66431,5
SCE-CSI-09274,4.32
SCE-CSI-71398,4.5
SCE-CSI-34933,3.92
SCE-CSI-52130,2.205
SCE-CSI-30731,3.04
SCE-CSI-41887,5.52
SCE-CSI-30141,2.07
SCE-CSI-54106,4.41
SCE-CSI-13470,5.46
SCE-CSI-67409,6.25
SCE-CSI-33146,5.04
SCE-CSI-20685,3.22
SCE-CSI-69223,8
SCE-CSI-33145,5.145
SCE-CSI-59484,6.54
SCE-CSI-59370,5.39
SCE-CSI-64979,4
SCE-CSI-53199,5.5
SCE-CSI-36790,3.12
SCE-CSI-64120,6.75
SCE-CSI-32815,4.08
SCE-CSI-70250,5.5
SCE-CSI-30318,5.04
SCE-CSI-53113,7.5
SCE-CSI-37749,3.995
SCE-CSI-41661,4.56
SCE-CSI-54964,6.5
SCE-CSI-00443,6.63
SCE-CSI-63769,6.867
SCE-CSI-72502,5.98
SCE-CSI-34270,6.86
SCE-CSI-57007,4.5
SCE-CSI-30702,5.145
SCE-CSI-53055,5.5
SCE-CSI-70242,8.25
SCE-CSI-30340,4.59
SCE-CSI-45751,5.145
SCE-CSI-28588,4.08
SCE-CSI-64877,4.08
SCE-CSI-30906,4.32
SCE-CSI-68631,4
SCE-CSI-04515,3.87
SCE-CSI-63947,7.02
SCE-CSI-35193,9.555
SCE-CSI-48770,8.085
SCE-CSI-33662,6.615
SCE-CSI-55624,6.37
SCE-CSI-30914,5.64
SCE-CSI-44998,7.25
SCE-CSI-37384,9.165
SCE-CSI-69110,6.76
SCE-CSI-26592,4.56
SCE-CSI-51425,11.25
SCE-CSI-32644,5.04
SCE-CSI-56949,4.9
SCE-CSI-00444,4.68
SCE-CSI-55481,12
SCE-CSI-29905,3.84
SCE-CSI-60874,3.25
SCE-CSI-09347,7.36
SCE-CSI-71179,2.9
SCE-CSI-70827,5.5
SCE-CSI-00453,3.9
SCE-CSI-76512,29.725
SCE-CSI-41846,8.64
SCE-CSI-00445,5.46
SCE-CSI-60078,6.54
SCE-CSI-33246,6
SCE-CSI-68217,10.25
SCE-CSI-65236,4.68
SCE-CSI-25391,3.22
SCE-CSI-67852,6.5
SCE-CSI-29626,4.7
SCE-CSI-74464,7
SCE-CSI-37887,5.28
SCE-CSI-69383,8
SCE-CSI-00446,8.775
SCE-CSI-69384,2
SCE-CSI-33846,6.867
SCE-CSI-65045,5.886
SCE-CSI-12659,1.8
SCE-CSI-53073,6.58
SCE-CSI-01285,3.06
SCE-CSI-74018,7
SCE-CSI-33862,6.37
SCE-CSI-57504,8.84
SCE-CSI-46688,6.44
SCE-CSI-02593,5.85
SCE-CSI-34658,4.165
SCE-CSI-44419,3.75
SCE-CSI-29235,3.995
SCE-CSI-43151,8.84
SCE-CSI-01308,7
SCE-CSI-66180,7
SCE-CSI-34616,2.76
SCE-CSI-44430,7
SCE-CSI-67277,3.25
SCE-CSI-24697,11.25
SCE-CSI-54610,5.5
SCE-CSI-37922,7.75
SCE-CSI-43787,5.76
SCE-CSI-58173,3.75
SCE-CSI-40407,8.5
SCE-CSI-49871,7.848
SCE-CSI-61772,4
SCE-CSI-43651,4.56
SCE-CSI-55965,3.75
SCE-CSI-69719,12.5
SCE-CSI-45061,5.88
SCE-CSI-46080,8.25
SCE-CSI-72511,5.3
SCE-CSI-70636,5.25
SCE-CSI-50389,6.58
SCE-CSI-54308,9.156
SCE-CSI-71243,9.555
SCE-CSI-68644,4.5
SCE-CSI-64425,4.165
SCE-CSI-59974,6
SCE-CSI-56677,4.41
SCE-CSI-74536,8.25
SCE-CSI-71247,5.3
SCE-CSI-47933,9
SCE-CSI-69435,8.7
SCE-CSI-72535,7.5
SCE-CSI-62414,4.25
SCE-CSI-13931,2.24
SCE-CSI-71573,3.78
SCE-CSI-69979,8
SCE-CSI-32388,4.8
SCE-CSI-45352,2.45
SCE-CSI-28431,4.928
SCE-CSI-70513,4
SCE-CSI-32354,4.8
SCE-CSI-71965,3.5
SCE-CSI-22574,5.76
SCE-CSI-62018,7
SCE-CSI-27114,9.87
SCE-CSI-71377,4.5
SCE-CSI-39727,9.18
SCE-CSI-39474,5.232
SCE-CSI-40217,4.08
SCE-CSI-43895,5.52
SCE-CSI-25918,6.58
SCE-CSI-44317,6.72
SCE-CSI-32448,5.04
SCE-CSI-74569,4.75
SCE-CSI-17182,4.44
SCE-CSI-66426,10
SCE-CSI-15273,2.24
SCE-CSI-61518,4.578
SCE-CSI-15522,2.82
SCE-CSI-69044,7.28
SCE-CSI-20060,7.755
SCE-CSI-53155,4.5
SCE-CSI-00200,4.08
SCE-CSI-66379,6.5
SCE-CSI-02410,5.4
SCE-CSI-60806,7.65
SCE-CSI-49071,5.75
SCE-CSI-08773,1.26
SCE-CSI-66389,10
SCE-CSI-07296,1.296
SCE-CSI-57212,10.105
SCE-CSI-01084,5.2
SCE-CSI-63880,3.975
SCE-CSI-25935,7.74
SCE-CSI-47274,3.43
SCE-CSI-23891,2.35
SCE-CSI-65784,5.88
SCE-CSI-36757,3.36
SCE-CSI-64596,4.25
SCE-CSI-37443,4.25
SCE-CSI-67957,4.64
SCE-CSI-30128,2.55
SCE-CSI-42030,7.35
SCE-CSI-68466,6.125
SCE-CSI-18686,3.7
SCE-CSI-56176,3.975
SCE-CSI-03700,4
SCE-CSI-00736,4.92
SCE-CSI-46925,3.27
SCE-CSI-02878,4.44
SCE-CSI-70173,5.5
SCE-CSI-32228,4.335
SCE-CSI-65992,5
SCE-CSI-28089,3.22
SCE-CSI-62168,4.77
SCE-CSI-06327,9.504
SCE-CSI-53781,29.25
SCE-CSI-37180,6
SCE-CSI-70590,4.41
SCE-CSI-09110,4.08
SCE-CSI-42282,3.43
SCE-CSI-36234,4.25
SCE-CSI-40444,3.43
SCE-CSI-01173,3.2
SCE-CSI-12299,3.5
SCE-CSI-64915,7
SCE-CSI-03708,2.38
SCE-CSI-61022,5.145
SCE-CSI-00358,5.74
SCE-CSI-47198,7.92
SCE-CSI-52422,6.345
SCE-CSI-08718,1.41
SCE-CSI-68499,6.5
SCE-CSI-47842,6.615
SCE-CSI-36203,5.88
SCE-CSI-49169,3.5
SCE-CSI-46014,3.43
SCE-CSI-38786,3.12
SCE-CSI-45765,4
SCE-CSI-19182,4.5
SCE-CSI-61704,5.25
SCE-CSI-62217,7.5
SCE-CSI-16950,24.5
SCE-CSI-40310,3.43
SCE-CSI-30164,3.43
SCE-CSI-56262,6.37
SCE-CSI-24704,4.75
SCE-CSI-48121,8.085
SCE-CSI-41127,8.5
SCE-CSI-04553,2.15
SCE-CSI-66272,6
SCE-CSI-10727,3.5
SCE-CSI-49736,7.14
SCE-CSI-31472,4.56
SCE-CSI-51238,4.9
SCE-CSI-37461,6.867
SCE-CSI-45320,4.41
SCE-CSI-35145,4.59
SCE-CSI-51917,6.867
SCE-CSI-16377,2.59
SCE-CSI-50608,5.39
SCE-CSI-09211,5.67
SCE-CSI-54643,10
SCE-CSI-60219,4.83
SCE-CSI-15431,2.24
SCE-CSI-47668,5.875
SCE-CSI-06670,1.935
SCE-CSI-58260,5.17
SCE-CSI-59144,7
SCE-CSI-49780,3.43
SCE-CSI-53329,5.88
SCE-CSI-55976,7.5
SCE-CSI-72406,5.88
SCE-CSI-51970,5.88
SCE-CSI-13424,5.85
SCE-CSI-21600,4.995
SCE-CSI-66376,9.945
SCE-CSI-36688,6.615
SCE-CSI-69262,6
SCE-CSI-29437,7.05
SCE-CSI-63219,9.5
SCE-CSI-19030,6.105
SCE-CSI-57599,9.31
SCE-CSI-02772,5.04
SCE-CSI-48986,10.8
SCE-CSI-47185,5.88
SCE-CSI-28701,6.815
SCE-CSI-44272,8.58
SCE-CSI-07504,1.728
SCE-CSI-70919,7
SCE-CSI-00908,3.96
SCE-CSI-59524,10.53
SCE-CSI-27979,15.68
SCE-CSI-54788,7.5
SCE-CSI-00086,5.95
SCE-CSI-54809,3.27
SCE-CSI-16494,6.188
SCE-CSI-51305,11.772
SCE-CSI-23584,7.4
SCE-CSI-69266,6.867
SCE-CSI-03671,6.97
SCE-CSI-40722,12
SCE-CSI-14345,9.66
SCE-CSI-57614,13.8
SCE-CSI-26158,5.25
SCE-CSI-48585,8.085
SCE-CSI-61995,5
SCE-CSI-15770,2.025
SCE-CSI-14053,1.8
SCE-CSI-63779,6.25
SCE-CSI-32411,7.77
SCE-CSI-63108,6.375
SCE-CSI-07564,5.376
SCE-CSI-62873,8.502
SCE-CSI-15217,2.59
SCE-CSI-68713,8.415
SCE-CSI-33377,6.24
SCE-CSI-70914,3.5
SCE-CSI-12168,5.67
SCE-CSI-70878,8
SCE-CSI-31251,6.9
SCE-CSI-62747,8.175
SCE-CSI-39096,10.78
SCE-CSI-65606,14.388
SCE-CSI-36878,13.08
SCE-CSI-65089,6.76
SCE-CSI-37416,5.28
SCE-CSI-66839,7.5
SCE-CSI-36504,6.72
SCE-CSI-45439,7.848
SCE-CSI-38506,8.93
SCE-CSI-43032,3.84
SCE-CSI-38779,9.156
SCE-CSI-42352,6.54
SCE-CSI-38922,8.5
SCE-CSI-38960,6.54
SCE-CSI-57786,9.25
SCE-CSI-39447,6.12
SCE-CSI-54892,4.505
SCE-CSI-39316,13.23
SCE-CSI-39426,8.64
SCE-CSI-52527,4.5
SCE-CSI-39826,15.435
SCE-CSI-63825,3.25
SCE-CSI-22980,6.845
SCE-CSI-69020,8.25
SCE-CSI-40120,2.3
SCE-CSI-62628,7.5
SCE-CSI-27439,11.4
SCE-CSI-47249,5.232
SCE-CSI-24439,4.44
SCE-CSI-44331,8.33
SCE-CSI-37049,8.64
SCE-CSI-61146,9.38
SCE-CSI-48222,6.37
SCE-CSI-18087,6.44
SCE-CSI-23166,11.5
SCE-CSI-67967,9.25
SCE-CSI-33880,4.9
SCE-CSI-61149,14.388
SCE-CSI-32964,6.24
SCE-CSI-49376,5.886
SCE-CSI-23742,9.12
SCE-CSI-24155,6.02
SCE-CSI-45112,5.75
SCE-CSI-29313,9.6
SCE-CSI-62346,6
SCE-CSI-19202,6.44
SCE-CSI-41883,7.5
SCE-CSI-28284,8.28
SCE-CSI-61505,9.5
SCE-CSI-37627,6.86
SCE-CSI-63794,11.04
SCE-CSI-40905,6.63
SCE-CSI-44726,7.28
SCE-CSI-45485,9.555
SCE-CSI-64150,7.5
SCE-CSI-08219,7.2
SCE-CSI-55427,11.73
SCE-CSI-15267,4.32
SCE-CSI-41412,9.12
SCE-CSI-23652,10.12
SCE-CSI-69322,9.156
SCE-CSI-13882,2.24
SCE-CSI-45562,10.791
SCE-CSI-43034,5.72
SCE-CSI-35300,6.867
SCE-CSI-56479,13
SCE-CSI-27629,3.6
SCE-CSI-60567,8.085
SCE-CSI-24615,4.3
SCE-CSI-23478,10.32
SCE-CSI-40245,7.595
SCE-CSI-64718,10
SCE-CSI-19211,7.36
SCE-CSI-17700,5.55
SCE-CSI-60820,7.848
SCE-CSI-22291,4.935
SCE-CSI-63353,8.502
SCE-CSI-18529,12.88
SCE-CSI-63355,4.9
SCE-CSI-32027,17.004
SCE-CSI-70120,10.25
SCE-CSI-15534,7.2
SCE-CSI-13012,7
SCE-CSI-28942,6.72
SCE-CSI-49103,7.848
SCE-CSI-20287,11.04
SCE-CSI-58849,8.25
SCE-CSI-18856,8.82
SCE-CSI-58845,6.72
SCE-CSI-27927,7.5
SCE-CSI-51621,1.92
SCE-CSI-22441,10.36
SCE-CSI-54948,11.118
SCE-CSI-09247,1.645
SCE-CSI-56167,4.5
SCE-CSI-27342,11.04
SCE-CSI-64334,7
SCE-CSI-67605,6
SCE-CSI-25813,9.2
SCE-CSI-62704,9
SCE-CSI-33599,6.63
SCE-CSI-47625,8.84
SCE-CSI-36880,8.82
SCE-CSI-63376,5.232
SCE-CSI-70233,3
SCE-CSI-24966,7.36
SCE-CSI-42767,7.68
SCE-CSI-29717,8.64
SCE-CSI-52157,6
SCE-CSI-30671,2.82
SCE-CSI-50678,9
SCE-CSI-12533,2.35
SCE-CSI-63725,9.5
SCE-CSI-25343,6.72
SCE-CSI-58669,5
SCE-CSI-11975,12.342
SCE-CSI-51404,6.867
SCE-CSI-33997,9.156
SCE-CSI-51653,7.59
SCE-CSI-73043,8
SCE-CSI-24770,7.4
SCE-CSI-43065,11.772
SCE-CSI-28327,4.7
SCE-CSI-49416,5.75
SCE-CSI-09192,5.775
SCE-CSI-63394,5.3
SCE-CSI-05347,8.1
SCE-CSI-46915,7.92
SCE-CSI-11642,1.8
SCE-CSI-55136,7.35
SCE-CSI-01141,3.15
SCE-CSI-72201,11.985
SCE-CSI-10598,5.76
SCE-CSI-65791,2.55
SCE-CSI-24707,8.25
SCE-CSI-72460,4.75
SCE-CSI-73292,4.08
SCE-CSI-11102,15.75
SCE-CSI-56535,8.33
SCE-CSI-57196,8.75
SCE-CSI-17375,4.95
SCE-CSI-51417,9.81
SCE-CSI-33363,9.18
SCE-CSI-61656,6.25
SCE-CSI-36938,7.75
SCE-CSI-50323,7.285
SCE-CSI-35581,13.08
SCE-CSI-57248,8.4
SCE-CSI-16820,2.688
SCE-CSI-47174,7.194
SCE-CSI-32569,12
SCE-CSI-55343,11.772
SCE-CSI-20936,8.28
SCE-CSI-63617,4.655
SCE-CSI-37698,8.5
SCE-CSI-51416,7.848
SCE-CSI-46931,11.515
SCE-CSI-29881,11.22
SCE-CSI-40802,13.08
SCE-CSI-13147,12.42
SCE-CSI-42797,9.165
SCE-CSI-13736,5.7
SCE-CSI-42792,5.886
SCE-CSI-12026,2
SCE-CSI-65206,8.67
SCE-CSI-19330,11.04
SCE-CSI-54075,8.175
SCE-CSI-22044,5.52
SCE-CSI-46179,10.464
SCE-CSI-33629,9.156
SCE-CSI-47531,4.165
SCE-CSI-30893,7.92
SCE-CSI-53426,2
SCE-CSI-02229,4.488
SCE-CSI-62706,3.92
SCE-CSI-18508,4.44
SCE-CSI-11123,11.04
SCE-CSI-51924,11.445
SCE-CSI-00135,7.56
SCE-CSI-45088,5.28
SCE-CSI-08250,2.1
SCE-CSI-62210,6.75
SCE-CSI-15875,12.21
SCE-CSI-61699,5
SCE-CSI-09450,7.92
SCE-CSI-70256,7.395
SCE-CSI-15125,8.14
SCE-CSI-73684,6
SCE-CSI-41105,3.8
SCE-CSI-72775,8.265
SCE-CSI-12318,7.7
SCE-CSI-46607,5.355
SCE-CSI-29743,6.345
SCE-CSI-19125,6.66
SCE-CSI-54401,6
SCE-CSI-20174,11.04
SCE-CSI-42046,4.23
SCE-CSI-58102,11.27
SCE-CSI-37032,8.82
SCE-CSI-60208,9.156
SCE-CSI-36481,6.72
SCE-CSI-48665,7.14
SCE-CSI-18221,9.62
SCE-CSI-70708,6.37
SCE-CSI-10208,5.64
SCE-CSI-55864,9
SCE-CSI-33824,7.35
SCE-CSI-52759,4.905
SCE-CSI-35419,7.68
SCE-CSI-54856,4.9
SCE-CSI-00957,5.04
SCE-CSI-60203,7.59
SCE-CSI-10216,9
SCE-CSI-61731,9
SCE-CSI-24799,5.55
SCE-CSI-48393,9.31
SCE-CSI-37760,5.5
SCE-CSI-54343,4.75
SCE-CSI-35928,13.08
SCE-CSI-66036,8.5
SCE-CSI-19991,7.36
SCE-CSI-20532,11.04
SCE-CSI-54599,7.14
SCE-CSI-26412,4.18
SCE-CSI-47378,9.81
SCE-CSI-03033,8.55
SCE-CSI-68964,4.68
SCE-CSI-14846,9.66
SCE-CSI-48863,5.88
SCE-CSI-36813,5.75
SCE-CSI-67694,12.5
SCE-CSI-31622,9.555
SCE-CSI-57524,5.232
SCE-CSI-32831,12.72
SCE-CSI-49745,15.6
SCE-CSI-26792,9.25
SCE-CSI-45327,5.39
SCE-CSI-47708,8.575
SCE-CSI-47165,6.867
SCE-CSI-31048,6.72
SCE-CSI-27945,8.28
SCE-CSI-51701,6.125
SCE-CSI-24134,6.24
SCE-CSI-44636,9.31
SCE-CSI-24805,3.33
SCE-CSI-55899,29.43
SCE-CSI-24921,5.76
SCE-CSI-64117,7.59
SCE-CSI-20773,5.52
SCE-CSI-69784,5.61
SCE-CSI-70979,12
SCE-CSI-28190,6.67
SCE-CSI-50476,9.8
SCE-CSI-50185,8.33
SCE-CSI-60213,11.772
SCE-CSI-07929,7.168
SCE-CSI-20957,5.92
SCE-CSI-72054,6.75
SCE-CSI-08575,4.14
SCE-CSI-73046,5.75
SCE-CSI-11578,5.76
SCE-CSI-70050,6.25
SCE-CSI-51715,7.848
SCE-CSI-33257,8.33
SCE-CSI-50193,10.137
SCE-CSI-04699,7.2
SCE-CSI-60224,7.194
SCE-CSI-35765,4.7
SCE-CSI-50197,13.08
SCE-CSI-09826,13.32
SCE-CSI-52867,8.33
SCE-CSI-29230,8.64
SCE-CSI-54297,9
SCE-CSI-30029,5.06
SCE-CSI-08345,2.115
SCE-CSI-50198,6.867
SCE-CSI-22253,3.76
SCE-CSI-62967,6.867
SCE-CSI-03442,5.148
SCE-CSI-61810,11
SCE-CSI-24060,4.48
SCE-CSI-29866,11.52
SCE-CSI-48173,11.025
SCE-CSI-03920,3.564
SCE-CSI-73508,5.25
SCE-CSI-06428,7.2
SCE-CSI-42557,7.848
SCE-CSI-40392,10.29
SCE-CSI-52882,9.5
SCE-CSI-23062,8.64
SCE-CSI-56929,5.88
SCE-CSI-10783,8.28
SCE-CSI-50620,5.886
SCE-CSI-61819,8.5
SCE-CSI-61125,11.772
SCE-CSI-70899,2.04
SCE-CSI-49543,9.75
SCE-CSI-64774,10
SCE-CSI-72441,10.5
SCE-CSI-42342,8.085
SCE-CSI-42565,5
SCE-CSI-41293,12.25
SCE-CSI-51743,2.25
SCE-CSI-73448,7.5
SCE-CSI-69254,10
SCE-CSI-62988,9.156
SCE-CSI-56040,6
SCE-CSI-66079,8.829
SCE-CSI-15215,4.338
SCE-CSI-56016,7.84
SCE-CSI-45928,30
SCE-CSI-65926,5.25
SCE-CSI-29474,17.64
SCE-CSI-59223,4.5
SCE-CSI-12018,3.22
SCE-CSI-59658,7.194
SCE-CSI-36674,6.54
SCE-CSI-45472,7.848
SCE-CSI-03963,4.95
SCE-CSI-57919,2.695
SCE-CSI-13199,7.8
SCE-CSI-29760,2.82
SCE-CSI-70170,8.7
SCE-CSI-13271,3.584
SCE-CSI-57306,5.232
SCE-CSI-62607,13.72
SCE-CSI-64497,6.5
SCE-CSI-67709,5.5
SCE-CSI-62022,6
SCE-CSI-63569,5.13
SCE-CSI-67218,5.75
SCE-CSI-34104,3.29
SCE-CSI-49576,7.84
SCE-CSI-05417,5.25
SCE-CSI-70915,7.59
SCE-CSI-04115,11.448
SCE-CSI-54194,7.84
SCE-CSI-31943,11.73
SCE-CSI-50663,12.25
SCE-CSI-15481,22.5
SCE-CSI-74338,12.5
SCE-CSI-21778,3.055
SCE-CSI-72127,7
SCE-CSI-07634,330
SCE-CSI-51275,22.89
SCE-CSI-01994,16.83
SCE-CSI-31749,22.56
SCE-CSI-70215,6.6
SCE-CSI-29585,4.7
SCE-CSI-31934,12.22
SCE-CSI-55428,5.886
SCE-CSI-52156,7.5
SCE-CSI-04762,3.675
SCE-CSI-42473,13.08
SCE-CSI-04543,19.44
SCE-CSI-16608,9.87
SCE-CSI-49471,8.5
SCE-CSI-19719,2.688
SCE-CSI-55328,8.28
SCE-CSI-20902,16.56
SCE-CSI-48798,7.35
SCE-CSI-08033,8.064
SCE-CSI-58952,20
SCE-CSI-10515,2.76
SCE-CSI-56555,7.848
SCE-CSI-16200,10.34
SCE-CSI-52050,19.5
SCE-CSI-07770,1.296
SCE-CSI-55028,8.5
SCE-CSI-04600,3.57
SCE-CSI-51679,11.772
SCE-CSI-02624,14.43
SCE-CSI-52272,11.76
SCE-CSI-16700,9.87
SCE-CSI-46694,1.645
SCE-CSI-37862,8.64
SCE-CSI-59775,8.25
SCE-CSI-35326,6.885
SCE-CSI-20514,2.35
SCE-MASH-00086,56.35
SCE-CSI-25353,5.94
SCE-CSI-62615,10
SCE-CSI-17611,11.52
SCE-CSI-35560,9
SCE-CSI-26875,15.84
SCE-CSI-05682,9.504
SCE-CSI-29244,14.4
SCE-CSI-01154,13.86
SCE-CSI-27039,3.76
SCE-CSI-02681,43.29
SCE-CSI-45424,20.928
SCE-CSI-26527,5.76
SCE-CSI-15718,2.16
SCE-CSI-35402,8.46
SCE-CSI-12187,11.2
SCE-CSI-36814,15.84
SCE-CSI-10709,3.5
SCE-CSI-33835,9.6
SCE-CSI-17448,5.55
SCE-CSI-07898,2.808
SCE-CSI-36976,3.36
SCE-CSI-05531,6.15
SCE-CSI-11077,12
SCE-CSI-23774,5.39
SCE-CSI-05594,15.6
SCE-CSI-33271,14.64
SCE-CSI-23688,4
SCE-CSI-11149,8.05
SCE-CSI-23664,2.585
SCE-CSI-28492,2.585
SCE-CSI-53645,6.615
SCE-CSI-26341,7.59
SCE-CSI-58586,8.75
SCE-CSI-57596,6.5
SCE-CSI-37447,5.25
SCE-CSI-42597,6.72
SCE-CSI-00057,6
SCE-CSI-70880,4.5
SCE-CSI-39263,2.2
SCE-CSI-55627,9
SCE-CSI-64590,9
SCE-CSI-53101,2.45
SCE-CSI-24552,4.56
SCE-CSI-42027,4.8
SCE-CSI-02525,6.08
SCE-CSI-61103,5.25
SCE-CSI-25287,3.29
SCE-CSI-14602,3.584
SCE-CSI-49017,4.9
SCE-CSI-07184,6.3
SCE-CSI-52481,12
SCE-CSI-10410,9.35
SCE-CSI-52487,8.25
SCE-CSI-31742,6.468
SCE-CSI-19383,8.325
SCE-CSI-52081,6.54
SCE-CSI-04318,4.62
SCE-CSI-52962,7.35
SCE-CSI-73134,4.578
SCE-CSI-08687,7.59
SCE-CSI-49058,10.464
SCE-CSI-54896,8.96
SCE-CSI-36218,4.32
SCE-CSI-58745,7
SCE-CSI-32923,6.867
SCE-CSI-52532,3.57
SCE-CSI-32117,7.848
SCE-CSI-60796,6
SCE-CSI-08936,3.5
SCE-CSI-43824,6.54
SCE-CSI-73933,7.905
SCE-CSI-68190,5.5
SCE-CSI-31209,6.11
SCE-CSI-50273,6.5
SCE-CSI-36014,6.24
SCE-CSI-71074,6
SCE-CSI-74952,7
SCE-CSI-59245,6
SCE-CSI-38626,5.1
SCE-CSI-46692,5.04
SCE-CSI-34708,3.57
SCE-CSI-49963,3.5
SCE-CSI-70924,8.99
SCE-CSI-36076,4.07
SCE-CSI-51274,6.867
SCE-CSI-40314,4.8
SCE-CSI-67599,6
SCE-CSI-71384,5
SCE-CSI-23444,7
SCE-CSI-34542,3.57
SCE-CSI-56834,9.156
SCE-CSI-61498,4
SCE-CSI-17679,7.92
SCE-CSI-44892,2.94
SCE-CSI-26990,3.42
SCE-CSI-65123,6.867
SCE-CSI-35523,4.845
SCE-CSI-71574,2.97
SCE-CSI-23312,13.44
SCE-CSI-64176,4
SCE-CSI-32133,6.11
SCE-CSI-32463,8.085
SCE-CSI-52132,5.39
SCE-CSI-28282,9
SCE-CSI-52586,7.05
SCE-CSI-72610,6.48
SCE-CSI-28711,3.43
SCE-CSI-65659,3.975
SCE-CSI-28476,2.59
SCE-CSI-63028,5.61
SCE-CSI-11370,10.78
SCE-CSI-60564,6.213
SCE-CSI-29811,7.8
SCE-CSI-49987,2.45
SCE-CSI-53636,5.04
SCE-CSI-25206,6.9
SCE-CSI-58848,8.48
SCE-CSI-16630,9.87
SCE-CSI-58847,12.19
SCE-CSI-41761,11.118
SCE-CSI-41643,3.36
SCE-CSI-67775,4
A-2006-122,413.44
SCE-CSI-41642,4.8
SCE-CSI-15525,2.688
SCE-CSI-74673,4.285
SCE-CSI-17252,2.59
SCE-CSI-69558,6.5
SCE-CSI-15051,20.16
SCE-CSI-63673,6.5
SCE-CSI-52632,5.88
SCE-CSI-32235,2.55
SCE-CSI-74888,3.78
SCE-CSI-26887,2.24
SCE-CSI-64611,9.5
SCE-CSI-28069,4.07
SCE-CSI-63391,5
SCE-CSI-33319,5.875
SCE-CSI-43729,5.61
SCE-CSI-62155,5.88
SCE-CSI-22186,2.88
SCE-CSI-47247,3.92
SCE-CSI-52168,4.7
SCE-CSI-08950,4.18
SCE-CSI-44362,5.25
SCE-CSI-55770,5.52
SCE-CSI-33887,16.83
SCE-CSI-71009,6.5
SCE-CSI-00268,9.152
SCE-CSI-69668,4.655
SCE-CSI-30119,7.5
SCE-CSI-44192,5.75
SCE-CSI-18305,2.24
SCE-CSI-61121,6.5
SCE-CSI-08232,3.22
SCE-CSI-41002,5.886
SCE-CSI-21205,7.6
SCE-CSI-71308,7.5
SCE-CSI-10074,12.88
SCE-CSI-52671,6.25
SCE-CSI-43828,4.578
SCE-CSI-13505,3.36
SCE-CSI-22391,5.376
SCE-CSI-19791,2.24
SCE-CSI-71516,8.5
SCE-CSI-39046,4.578
SCE-CSI-61238,6.5
SCE-CSI-35832,11.445
SCE-CSI-43746,6.84
SCE-CSI-29461,6
SCE-CSI-45857,4.8
SCE-CSI-29828,2.53
SCE-CSI-41039,6.867
SCE-CSI-54529,6.37
SCE-CSI-32069,8.16
SCE-CSI-50452,5.5
SCE-CSI-06050,5.67
SCE-CSI-44745,5.88
SCE-CSI-59883,8.28
SCE-CSI-54984,4.8
SCE-CSI-31572,7.848
SCE-CSI-56893,9.5
SCE-CSI-18877,2.688
SCE-CSI-63211,9.5
SCE-CSI-09747,7.68
SCE-CSI-43983,6.72
